Text,Tag,text,tag,d,Col0,Col1
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
Peme,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
TAX,O,,,,,
INVOICE,O,,,,,
ik,O,,,,,
),O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
Dated,B-INV_DL,,,,,
03-May-18,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN!UIN,B-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
-,O,,,,,
S.B.,O,,,,,
Road,O,,,,,
GEETAI,O,,,,,
SANKUL,O,,,,,
2ND,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
.,O,,,,,
State,O,,,,,
Name,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
SM/18,B-INV_NO,,,,,
-,I-INV_NO,,,,,
19/00814,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
SM/18,O,,,,,
-,O,,,,,
19/00814,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
QUOTATION1008,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
QUOTATION1008,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,O,,,,,
22-Mar-18,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
03-May-18,O,,,,,
Destination,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
SKYBAY,O,,,,,
SR,O,,,,,
NO:60/1,O,,,,,
MOUZE,O,,,,,
MAHALUNGE,O,,,,,
TAL,O,,,,,
-,O,,,,,
MULSHI,O,,,,,
DIST,O,,,,,
-,O,,,,,
PUNE.PO-11729,O,,,,,
(,O,,,,,
8308846229/9689921859,O,,,,,
),O,,,,,
.,O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
:,O,,,,,
nilesh.mane@saarrthigroup.co.in,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
Amount,O,,,,,
SI,O,,,,,
No,O,,,,,
.,O,,,,,
GST,O,,,,,
Rate,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
55,O,,,,,
Nos,O,,,,,
.,O,,,,,
205,O,,,,,
Nos,O,,,,,
.,O,,,,,
54,O,,,,,
%,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
20,O,,,,,
Nos,O,,,,,
.,O,,,,,
537,O,,,,,
Nos,O,,,,,
.,O,,,,,
54,O,,,,,
%,O,,,,,
1,O,,,,,
AJAY,O,,,,,
PVC,O,,,,,
PIPE,O,,,,,
B,O,,,,,
-,O,,,,,
TYPE,O,,,,,
75MMX3FT,O,,,,,
DIS,O,,,,,
SF,O,,,,,
2,O,,,,,
AJAY,O,,,,,
PVC,O,,,,,
PIPE,O,,,,,
110MMXOFT,O,,,,,
S,O,,,,,
/,O,,,,,
S,O,,,,,
SE,O,,,,,
3,O,,,,,
AJAY,O,,,,,
PVC,O,,,,,
PIPE,O,,,,,
B,O,,,,,
-,O,,,,,
TYPE,O,,,,,
110MMX10,O,,,,,
DIS,O,,,,,
SF,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
25,O,,,,,
Nos,O,,,,,
.,O,,,,,
Nos,O,,,,,
.,O,,,,,
54,O,,,,,
%,O,,,,,
0.4,O,,,,,
Round,O,,,,,
Off,O,,,,,
SITE,O,,,,,
NAME,O,,,,,
:,O,,,,,
RECEIVED,O,,,,,
.,O,,,,,
DATE:-1715118,O,,,,,
Prome,O,,,,,
P.O.:-11729,O,,,,,
ah,O,,,,,
Total,B-GT_AMTL,,,,,
100,O,,,,,
Nos,O,,,,,
.,O,,,,,
*,O,,,,,
"29,849",B-GT_AMT,,,,,
Amount,O,,,,,
Chargeable,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
E,O,,,,,
&,O,,,,,
O.E,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Twenty,O,,,,,
Nine,O,,,,,
Thousand,O,,,,,
Eight,O,,,,,
Hundred,O,,,,,
Forty,O,,,,,
Nine,O,,,,,
Only,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Taxable,O,,,,,
Central,O,,,,,
Tax,O,,,,,
State,O,,,,,
Tax,O,,,,,
Total,O,,,,,
Value,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Tax,O,,,,,
Anount,O,,,,,
3917,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
:,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Four,O,,,,,
Thousand,O,,,,,
Five,O,,,,,
Hundred,O,,,,,
Fifty,O,,,,,
Three,O,,,,,
and,O,,,,,
Twenty,O,,,,,
paise,O,,,,,
Only,O,,,,,
Company,O,,,,,
's,O,,,,,
Bank,O,,,,,
Details,O,,,,,
Company,O,,,,,
's,O,,,,,
PAN,O,,,,,
:,O,,,,,
ADXPS3921J,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
KOTAK,O,,,,,
MAHINDRA,O,,,,,
BANK,O,,,,,
Declaration,O,,,,,
A,O,,,,,
/,O,,,,,
C,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
5711312022,O,,,,,
I/,O,,,,,
We,O,,,,,
hereby,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
Branch,O,,,,,
&,O,,,,,
IFS,O,,,,,
Code,O,,,,,
:,O,,,,,
Khadki,O,,,,,
&,O,,,,,
KKBK0000727,O,,,,,
GST,O,,,,,
Act-2017,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sale,O,,,,,
of,O,,,,,
the,O,,,,,
for,O,,,,,
SHAH,O,,,,,
MARKETING,O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
melus,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transactions,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
Aghorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
Pun,O,,,,,
GST,O,,,,,
INVOICE(Page,O,,,,,
2,O,,,,,
),O,,,,,
.,O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/19,B-INV_NO,,,,,
-,I-INV_NO,,,,,
20/006903,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
e,O,,,,,
-,O,,,,,
Way,O,,,,,
Bill,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,B-INV_DL,,,,,
2.6117E+11,O,,,,,
04-Jan-20,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
yer,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
QUOTATION3224,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
QUOTATION3224,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
Verbal,O,,,,,
Order,O,,,,,
From,O,,,,,
Dadasaheb,O,,,,,
.,O,,,,,
Dated,O,,,,,
04-Jan-20,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
SANKUL,O,,,,,
2ND,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
KASHI,O,,,,,
KAPADI,O,,,,,
NEAR,O,,,,,
EKLAVYA,O,,,,,
COLLEGE,O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
:,O,,,,,
nilesh.mane@saarrthigroup.co.in,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
GST,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
Amount,O,,,,,
SI,O,,,,,
No,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
40,O,,,,,
Nos,O,,,,,
.,O,,,,,
33.7,O,,,,,
Nos,O,,,,,
.,O,,,,,
60,O,,,,,
%,O,,,,,
539.2,O,,,,,
18,O,,,,,
%,O,,,,,
400,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
70,O,,,,,
Noş,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
20,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
12,O,,,,,
Nos,O,,,,,
.,O,,,,,
9.5,O,,,,,
Nos,O,,,,,
.,O,,,,,
424.95,O,,,,,
Nos,O,,,,,
.,O,,,,,
30.5,O,,,,,
Nos,O,,,,,
.,O,,,,,
19.4,O,,,,,
Nos,O,,,,,
.,O,,,,,
25,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
244,O,,,,,
93.12,O,,,,,
18,O,,,,,
%,O,,,,,
60,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
20,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
200,O,,,,,
Nosa,O,,,,,
18,O,,,,,
%,O,,,,,
70,O,,,,,
Nos,O,,,,,
.,O,,,,,
39.55,O,,,,,
Nos,O,,,,,
.,O,,,,,
22.5,O,,,,,
Nos,O,,,,,
.,O,,,,,
6,O,,,,,
Nos,O,,,,,
.,O,,,,,
276.9,O,,,,,
Nos,O,,,,,
.,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
25,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
949.2,O,,,,,
180,O,,,,,
900,O,,,,,
25,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
R.SOCKET,O,,,,,
1,O,,,,,
"1/4""X1",O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE,O,,,,,
),O,,,,,
3917,O,,,,,
0,O,,,,,
26,O,,,,,
Gi,O,,,,,
U,O,,,,,
Bolt,O,,,,,
with,O,,,,,
Nut,O,,,,,
&,O,,,,,
Washer,O,,,,,
1,O,,,,,
01-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
May-16,O,,,,,
),O,,,,,
7318,O,,,,,
27,O,,,,,
UPVC,O,,,,,
SCH-40,O,,,,,
PIPE,O,,,,,
"1""X3MTR",O,,,,,
(,O,,,,,
PRINCE)-IM200996,O,,,,,
3917,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
ELBOW,O,,,,,
1,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINICE)-IM100823,O,,,,,
3917,O,,,,,
29,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
R.SOCKET,O,,,,,
"1""X",O,,,,,
03-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE,O,,,,,
),O,,,,,
3917,O,,,,,
0,O,,,,,
30,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
R.TEE,O,,,,,
"1""X1/2",O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100841,O,,,,,
3917,O,,,,,
31,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
SOCKET,O,,,,,
1,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100817,O,,,,,
3917,O,,,,,
32,O,,,,,
Gi,O,,,,,
U,O,,,,,
Bolt,O,,,,,
with,O,,,,,
Nut,O,,,,,
&,O,,,,,
Washer,O,,,,,
1,O,,,,,
"""",O,,,,,
(,O,,,,,
01-Apr,O,,,,,
),O,,,,,
7318,O,,,,,
33,O,,,,,
UPVC,O,,,,,
SCH-40,O,,,,,
PIPE,O,,,,,
"3/4""X3MTR",O,,,,,
(,O,,,,,
PRINCE,O,,,,,
),O,,,,,
3917,O,,,,,
0,O,,,,,
34,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
ELBOW,O,,,,,
03-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100828,O,,,,,
3917,O,,,,,
35,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
R.TEE,O,,,,,
"3/4""X1/2",O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100846,O,,,,,
3917,O,,,,,
36,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
SOCKET,O,,,,,
03-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100822,O,,,,,
3917,O,,,,,
37,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
END,O,,,,,
CAP,O,,,,,
03-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100857,O,,,,,
3917,O,,,,,
38,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
END,O,,,,,
CAP,O,,,,,
1,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100829,O,,,,,
3917,O,,,,,
39,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
END,O,,,,,
CAP,O,,,,,
1,O,,,,,
01-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100902,O,,,,,
3917,O,,,,,
40,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
END,O,,,,,
CAP,O,,,,,
1,O,,,,,
01-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100902,O,,,,,
3917,O,,,,,
41,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
END,O,,,,,
CAP,O,,,,,
1,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100903,O,,,,,
3917,O,,,,,
42,O,,,,,
UPVC,O,,,,,
SCH-80,O,,,,,
END,O,,,,,
CAP,O,,,,,
2,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM100904,O,,,,,
3917,O,,,,,
43,O,,,,,
UPVC,O,,,,,
END,O,,,,,
CAP,O,,,,,
2,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
SCH-80,O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
3917,O,,,,,
44,O,,,,,
CPVC,O,,,,,
TRANS,O,,,,,
.,O,,,,,
BUSH,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM101623,O,,,,,
3917,O,,,,,
45,O,,,,,
Gi,O,,,,,
U,O,,,,,
Bolt,O,,,,,
with,O,,,,,
Nut,O,,,,,
&,O,,,,,
Washerer,O,,,,,
03-Apr,O,,,,,
"""",O,,,,,
(,O,,,,,
01-Apr,O,,,,,
),O,,,,,
7318,O,,,,,
46,O,,,,,
CPVC,O,,,,,
BALL,O,,,,,
VALVE,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IT100449,O,,,,,
8481,O,,,,,
CPVC,O,,,,,
ELBOW,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM101544,O,,,,,
3917,O,,,,,
CPVC,O,,,,,
TEE,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM101550,O,,,,,
3917,O,,,,,
49,O,,,,,
CPVC,O,,,,,
ELBOW,O,,,,,
BRASS,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
PRINCE)-IM101703,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
70,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
20,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
50,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
15,O,,,,,
NOS,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
NOS,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
NOS,O,,,,,
!,O,,,,,
18,O,,,,,
%,O,,,,,
150,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
200,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
190,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
500,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
100,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
150,O,,,,,
Nos,O,,,,,
19.35,O,,,,,
Nos,O,,,,,
.,O,,,,,
25,O,,,,,
Nos,O,,,,,
.,O,,,,,
14,O,,,,,
Nos,O,,,,,
.,O,,,,,
9.95,O,,,,,
Nos,O,,,,,
.,O,,,,,
76.4,O,,,,,
Nos,O,,,,,
.,O,,,,,
22.25,O,,,,,
Nos,O,,,,,
.,O,,,,,
42.25,O,,,,,
Nos,O,,,,,
.,O,,,,,
28.6,O,,,,,
Nos,O,,,,,
.,O,,,,,
46,O,,,,,
Nos,O,,,,,
.,O,,,,,
89,O,,,,,
Nos,O,,,,,
.,O,,,,,
18.6,O,,,,,
Nos,O,,,,,
.,O,,,,,
$,O,,,,,
0,O,,,,,
Nos,O,,,,,
.,O,,,,,
99,O,,,,,
Nos,O,,,,,
.,O,,,,,
16.95,O,,,,,
Nos,O,,,,,
.,O,,,,,
23.7,O,,,,,
Nos,O,,,,,
.,O,,,,,
73.05,O,,,,,
Nos,O,,,,,
.,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
77.4,O,,,,,
700,O,,,,,
112,O,,,,,
199,O,,,,,
98.4,O,,,,,
89,O,,,,,
89,O,,,,,
114.4,O,,,,,
184,O,,,,,
324,O,,,,,
25,O,,,,,
%,O,,,,,
50,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
60,O,,,,,
%,O,,,,,
continued,O,,,,,
...,O,,,,,
TING,O,,,,,
E,O,,,,,
ว,O,,,,,
guind,O,,,,,
นาน,O,,,,,
W,O,,,,,
WHS,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
GST,O,,,,,
INVOICE,O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/19,B-INV_NO,,,,,
-,I-INV_NO,,,,,
20/001484,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
Dated,B-INV_DL,,,,,
01-Jun-19,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
QUOTATION443,O,,,,,
Buy,O,,,,,
er,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
QUOTATION443,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
TR,O,,,,,
FOR,O,,,,,
Dated,O,,,,,
10-May-19,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
MADHUWANTI,O,,,,,
SR,O,,,,,
TO,O,,,,,
MRUTUNJAY,O,,,,,
MANDIR,O,,,,,
NEAR,O,,,,,
KARVE,O,,,,,
STATUE,O,,,,,
KARVE,O,,,,,
ROAD,O,,,,,
KOTHRUD,O,,,,,
.,O,,,,,
PO=13093.(7030617766/7774076332,O,,,,,
),O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
